,ResponseID,Real/Sim,SceneID,Object Configuration,Tgt Location,Ref Location,Camera Location,Vector to Target X,Vector to Target Y,Vector to Target Z,Vector to Reference X,Vector to Reference Y,Vector to Reference Z,LP Scores Dict
104,27,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 1.0, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.3333333333333333, 'near': 0.16666666666666666, 'close': 0.5, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.16666666666666666, 'below': 0.0, 'right': 0.0}"
105,27,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.3333333333333333, 'beside': 0.6666666666666666, 'front': 0.0, 'left': 0.6666666666666666, 'on': 0.0, 'near': 0.16666666666666666, 'close': 0.5, 'next': 0.6666666666666666, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.16666666666666666, 'below': 0.0, 'right': 0.33333333333333337}"
106,27,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.16666666666666666, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.3333333333333333, 'close': 0.0, 'next': 0.16666666666666666, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.0, 'right': 0.16666666666666663}"
107,27,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.8333333333333334, 'behind': 0.0, 'at': 0.6666666666666666, 'beside': 0.8333333333333334, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.3333333333333333, 'close': 0.6666666666666666, 'next': 0.6666666666666666, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.3333333333333333, 'below': 0.0, 'right': 0.16666666666666663}"
108,28,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 0.6666666666666666, 'behind': 0.0, 'at': 0.3333333333333333, 'beside': 0.6666666666666666, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.6666666666666666, 'close': 0.6666666666666666, 'next': 1.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.0, 'right': 0.16666666666666663}"
109,28,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.5, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.8333333333333334, 'close': 0.5, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.6666666666666666, 'below': 0.0, 'right': 0.16666666666666663}"
110,28,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.0, 'against': 0.0, 'behind': 0.0, 'at': 0.0, 'beside': 0.0, 'front': 0.0, 'left': 0.8333333333333334, 'on': 0.0, 'near': 0.0, 'close': 0.0, 'next': 0.0, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.0, 'below': 0.0, 'right': 0.16666666666666663}"
111,28,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.0, 'against': 1.0, 'behind': 0.0, 'at': 0.5, 'beside': 1.0, 'front': 0.0, 'left': 1.0, 'on': 0.0, 'near': 0.6666666666666666, 'close': 0.8333333333333334, 'next': 0.8333333333333334, 'over': 0.0, 'on top': 0.0, 'vicinity': 0.5, 'below': 0.0, 'right': 0.0}"
112,29,real,1,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.8333333333333334, 'against': 0.3333333333333333, 'behind': 0.8333333333333334, 'at': 0.5, 'beside': 0.6666666666666666, 'front': 0.16666666666666666, 'left': 0.3333333333333333, 'on': 0.3333333333333333, 'near': 0.16666666666666666, 'close': 0.3333333333333333, 'next': 0.3333333333333333, 'over': 0.3333333333333333, 'on top': 0.16666666666666666, 'vicinity': 0.3333333333333333, 'below': 0.16666666666666666, 'right': 0.6666666666666667}"
113,29,real,2,left,"(19.5, 15.0, 2.0)","(21.5, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.5,15.0,-0.5,0.5,15.0,-0.5,"{'above': 1.0, 'against': 0.6666666666666666, 'behind': 1.0, 'at': 0.8333333333333334, 'beside': 0.8333333333333334, 'front': 0.6666666666666666, 'left': 0.8333333333333334, 'on': 0.6666666666666666, 'near': 0.8333333333333334, 'close': 1.0, 'next': 0.8333333333333334, 'over': 0.6666666666666666, 'on top': 0.6666666666666666, 'vicinity': 0.8333333333333334, 'below': 0.6666666666666666, 'right': 0.16666666666666663}"
114,29,real,3,left,"(15.0, 15.0, 2.0)","(26.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-6.0,15.0,-0.5,5.0,15.0,-0.5,"{'above': 0.8333333333333334, 'against': 0.8333333333333334, 'behind': 0.8333333333333334, 'at': 0.6666666666666666, 'beside': 0.8333333333333334, 'front': 0.5, 'left': 0.6666666666666666, 'on': 0.6666666666666666, 'near': 0.6666666666666666, 'close': 0.8333333333333334, 'next': 0.6666666666666666, 'over': 0.6666666666666666, 'on top': 0.6666666666666666, 'vicinity': 0.6666666666666666, 'below': 0.5, 'right': 0.33333333333333337}"
115,29,real,4,left,"(20.0, 15.0, 2.0)","(21.0, 15.0, 2.0)","(21.0, 0.0, 2.5)",-1.0,15.0,-0.5,0.0,15.0,-0.5,"{'above': 0.6666666666666666, 'against': 1.0, 'behind': 0.6666666666666666, 'at': 1.0, 'beside': 0.8333333333333334, 'front': 0.8333333333333334, 'left': 0.8333333333333334, 'on': 1.0, 'near': 0.8333333333333334, 'close': 0.6666666666666666, 'next': 0.8333333333333334, 'over': 0.5, 'on top': 0.8333333333333334, 'vicinity': 0.8333333333333334, 'below': 0.8333333333333334, 'right': 0.16666666666666663}"
